--0.0--i.e.-0/246158056----time (s)-0.0
--0.852094802048648--i.e.-209750000/246158056----time (s)-12189.73
--0.8522979235747621--i.e.-209800000/246158056----time (s)-12191.31
--0.8525010451008762--i.e.-209850000/246158056----time (s)-12192.8
--0.8527041666269902--i.e.-209900000/246158056----time (s)-12194.29
--0.8529072881531043--i.e.-209950000/246158056----time (s)-12195.94
--0.8531104096792185--i.e.-210000000/246158056----time (s)-12197.55
--0.8533135312053326--i.e.-210050000/246158056----time (s)-12199.22
--0.8535166527314466--i.e.-210100000/246158056----time (s)-12200.86
--0.8537197742575607--i.e.-210150000/246158056----time (s)-12202.52
--0.8539228957836749--i.e.-210200000/246158056----time (s)-12203.98
--0.854126017309789--i.e.-210250000/246158056----time (s)-12205.45
--0.8543291388359031--i.e.-210300000/246158056----time (s)-12207.07
--0.8545322603620171--i.e.-210350000/246158056----time (s)-12208.56
--0.8547353818881313--i.e.-210400000/246158056----time (s)-12210.27
--0.8549385034142454--i.e.-210450000/246158056----time (s)-12211.89
--0.8551416249403595--i.e.-210500000/246158056----time (s)-12213.44
--0.8553447464664735--i.e.-210550000/246158056----time (s)-12214.97
--0.8555478679925876--i.e.-210600000/246158056----time (s)-12216.5
--0.8557509895187018--i.e.-210650000/246158056----time (s)-12218.06
--0.8559541110448159--i.e.-210700000/246158056----time (s)-12219.66
--0.8561572325709299--i.e.-210750000/246158056----time (s)-12221.27
--0.856360354097044--i.e.-210800000/246158056----time (s)-12222.77
--0.8565634756231582--i.e.-210850000/246158056----time (s)-12224.38
--0.8567665971492723--i.e.-210900000/246158056----time (s)-12225.96
--0.8569697186753864--i.e.-210950000/246158056----time (s)-12227.49
--0.8571728402015004--i.e.-211000000/246158056----time (s)-12229.04
--0.8573759617276145--i.e.-211050000/246158056----time (s)-12230.56
--0.8575790832537287--i.e.-211100000/246158056----time (s)-12232.16
--0.8577822047798428--i.e.-211150000/246158056----time (s)-12233.74
--0.8579853263059568--i.e.-211200000/246158056----time (s)-12235.32
--0.8581884478320709--i.e.-211250000/246158056----time (s)-12236.93
--0.8583915693581851--i.e.-211300000/246158056----time (s)-12238.6
--0.8585946908842992--i.e.-211350000/246158056----time (s)-12240.23
--0.8587978124104132--i.e.-211400000/246158056----time (s)-12241.94
--0.8590009339365273--i.e.-211450000/246158056----time (s)-12243.49
--0.8592040554626414--i.e.-211500000/246158056----time (s)-12245.12
--0.8594071769887556--i.e.-211550000/246158056----time (s)-12246.67
--0.8596102985148697--i.e.-211600000/246158056----time (s)-12248.25
--0.8598134200409837--i.e.-211650000/246158056----time (s)-12249.87
--0.8600165415670978--i.e.-211700000/246158056----time (s)-12251.46
--0.860219663093212--i.e.-211750000/246158056----time (s)-12253.07
--0.8604227846193261--i.e.-211800000/246158056----time (s)-12254.59
--0.8606259061454401--i.e.-211850000/246158056----time (s)-12256.21
--0.8608290276715542--i.e.-211900000/246158056----time (s)-12257.87
--0.8610321491976684--i.e.-211950000/246158056----time (s)-12259.33
--0.8612352707237825--i.e.-212000000/246158056----time (s)-12260.95
--0.8614383922498966--i.e.-212050000/246158056----time (s)-12262.52
--0.8616415137760106--i.e.-212100000/246158056----time (s)-12264.11
--0.8618446353021247--i.e.-212150000/246158056----time (s)-12265.66
--0.8620477568282389--i.e.-212200000/246158056----time (s)-12267.25
--0.862250878354353--i.e.-212250000/246158056----time (s)-12268.83
--0.862453999880467--i.e.-212300000/246158056----time (s)-12270.4
--0.8626571214065811--i.e.-212350000/246158056----time (s)-12271.94
--0.8628602429326953--i.e.-212400000/246158056----time (s)-12273.53
--0.8630633644588094--i.e.-212450000/246158056----time (s)-12275.03
--0.8632664859849234--i.e.-212500000/246158056----time (s)-12276.56
--0.8634696075110375--i.e.-212550000/246158056----time (s)-12278.16
--0.8636727290371516--i.e.-212600000/246158056----time (s)-12279.78
--0.8638758505632658--i.e.-212650000/246158056----time (s)-12281.44
--0.8640789720893799--i.e.-212700000/246158056----time (s)-12283.02
--0.8642820936154939--i.e.-212750000/246158056----time (s)-12284.59
--0.864485215141608--i.e.-212800000/246158056----time (s)-12286.12
--0.8646883366677222--i.e.-212850000/246158056----time (s)-12287.81
--0.8648914581938363--i.e.-212900000/246158056----time (s)-12289.33
--0.8650945797199503--i.e.-212950000/246158056----time (s)-12290.84
--0.8652977012460644--i.e.-213000000/246158056----time (s)-12292.57
--0.8655008227721785--i.e.-213050000/246158056----time (s)-12294.1
--0.8657039442982927--i.e.-213100000/246158056----time (s)-12295.71
--0.8659070658244067--i.e.-213150000/246158056----time (s)-12297.31
--0.8661101873505208--i.e.-213200000/246158056----time (s)-12298.86
--0.8663133088766349--i.e.-213250000/246158056----time (s)-12300.31
--0.8665164304027491--i.e.-213300000/246158056----time (s)-12301.79
--0.8667195519288632--i.e.-213350000/246158056----time (s)-12303.33
--0.8669226734549772--i.e.-213400000/246158056----time (s)-12304.84
--0.8671257949810913--i.e.-213450000/246158056----time (s)-12306.37
--0.8673289165072054--i.e.-213500000/246158056----time (s)-12308.0
--0.8675320380333196--i.e.-213550000/246158056----time (s)-12309.51
--0.8677351595594336--i.e.-213600000/246158056----time (s)-12311.1
--0.8679382810855477--i.e.-213650000/246158056----time (s)-12312.63
--0.8681414026116618--i.e.-213700000/246158056----time (s)-12314.23
--0.868344524137776--i.e.-213750000/246158056----time (s)-12315.8
--0.86854764566389--i.e.-213800000/246158056----time (s)-12317.31
--0.8687507671900041--i.e.-213850000/246158056----time (s)-12318.92
--0.8689538887161182--i.e.-213900000/246158056----time (s)-12320.5
--0.8691570102422324--i.e.-213950000/246158056----time (s)-12322.03
--0.8693601317683465--i.e.-214000000/246158056----time (s)-12323.63
--0.8695632532944605--i.e.-214050000/246158056----time (s)-12325.24
--0.8697663748205746--i.e.-214100000/246158056----time (s)-12326.83
--0.8699694963466887--i.e.-214150000/246158056----time (s)-12328.66
--0.8701726178728029--i.e.-214200000/246158056----time (s)-12330.2
--0.8703757393989169--i.e.-214250000/246158056----time (s)-12331.88
--0.870578860925031--i.e.-214300000/246158056----time (s)-12333.47
--0.8707819824511451--i.e.-214350000/246158056----time (s)-12335.14
--0.8709851039772593--i.e.-214400000/246158056----time (s)-12336.77
--0.8711882255033734--i.e.-214450000/246158056----time (s)-12338.33
--0.8713913470294874--i.e.-214500000/246158056----time (s)-12339.88
--0.8715944685556015--i.e.-214550000/246158056----time (s)-12341.44
--0.8717975900817156--i.e.-214600000/246158056----time (s)-12342.99
--0.8720007116078298--i.e.-214650000/246158056----time (s)-12344.51
--0.8722038331339438--i.e.-214700000/246158056----time (s)-12346.1
--0.8724069546600579--i.e.-214750000/246158056----time (s)-12347.9
--0.872610076186172--i.e.-214800000/246158056----time (s)-12349.57
--0.8728131977122862--i.e.-214850000/246158056----time (s)-12351.29
--0.8730163192384002--i.e.-214900000/246158056----time (s)-12352.95
--0.8732194407645143--i.e.-214950000/246158056----time (s)-12354.48
--0.8734225622906284--i.e.-215000000/246158056----time (s)-12356.05
--0.8736256838167425--i.e.-215050000/246158056----time (s)-12357.62
--0.8738288053428567--i.e.-215100000/246158056----time (s)-12359.16
--0.8740319268689707--i.e.-215150000/246158056----time (s)-12360.77
--0.8742350483950848--i.e.-215200000/246158056----time (s)-12362.4
--0.8744381699211989--i.e.-215250000/246158056----time (s)-12364.1
--0.8746412914473131--i.e.-215300000/246158056----time (s)-12365.68
--0.8748444129734271--i.e.-215350000/246158056----time (s)-12367.29
--0.8750475344995412--i.e.-215400000/246158056----time (s)-12368.85
--0.8752506560256553--i.e.-215450000/246158056----time (s)-12370.44
--0.8754537775517695--i.e.-215500000/246158056----time (s)-12372.03
--0.8756568990778835--i.e.-215550000/246158056----time (s)-12373.73
--0.8758600206039976--i.e.-215600000/246158056----time (s)-12375.31
--0.8760631421301117--i.e.-215650000/246158056----time (s)-12376.95
--0.8762662636562258--i.e.-215700000/246158056----time (s)-12378.61
--0.87646938518234--i.e.-215750000/246158056----time (s)-12380.29
--0.876672506708454--i.e.-215800000/246158056----time (s)-12381.92
--0.8768756282345681--i.e.-215850000/246158056----time (s)-12383.58
--0.8770787497606822--i.e.-215900000/246158056----time (s)-12385.14
--0.8772818712867964--i.e.-215950000/246158056----time (s)-12386.76
--0.8774849928129104--i.e.-216000000/246158056----time (s)-12388.36
--0.8776881143390245--i.e.-216050000/246158056----time (s)-12389.94
--0.8778912358651386--i.e.-216100000/246158056----time (s)-12391.47
--0.8780943573912527--i.e.-216150000/246158056----time (s)-12393.03
--0.8782974789173669--i.e.-216200000/246158056----time (s)-12394.56
--0.8785006004434809--i.e.-216250000/246158056----time (s)-12396.21
--0.878703721969595--i.e.-216300000/246158056----time (s)-12397.78
--0.8789068434957091--i.e.-216350000/246158056----time (s)-12399.44
--0.8791099650218233--i.e.-216400000/246158056----time (s)-12401.04
--0.8793130865479373--i.e.-216450000/246158056----time (s)-12402.6
--0.8795162080740514--i.e.-216500000/246158056----time (s)-12404.16
--0.8797193296001655--i.e.-216550000/246158056----time (s)-12405.75
--0.8799224511262796--i.e.-216600000/246158056----time (s)-12407.43
--0.8801255726523937--i.e.-216650000/246158056----time (s)-12409.08
--0.8803286941785078--i.e.-216700000/246158056----time (s)-12410.76
--0.8805318157046219--i.e.-216750000/246158056----time (s)-12412.45
--0.880734937230736--i.e.-216800000/246158056----time (s)-12414.03
--0.8809380587568502--i.e.-216850000/246158056----time (s)-12415.62
--0.8811411802829642--i.e.-216900000/246158056----time (s)-12417.21
--0.8813443018090783--i.e.-216950000/246158056----time (s)-12418.77
--0.8815474233351924--i.e.-217000000/246158056----time (s)-12420.36
--0.8817505448613066--i.e.-217050000/246158056----time (s)-12422.03
--0.8819536663874206--i.e.-217100000/246158056----time (s)-12423.63
--0.8821567879135347--i.e.-217150000/246158056----time (s)-12425.23
--0.8823599094396488--i.e.-217200000/246158056----time (s)-12426.84
--0.8825630309657629--i.e.-217250000/246158056----time (s)-12428.45
--0.882766152491877--i.e.-217300000/246158056----time (s)-12430.09
--0.8829692740179911--i.e.-217350000/246158056----time (s)-12431.68
--0.8831723955441052--i.e.-217400000/246158056----time (s)-12433.32
--0.8833755170702193--i.e.-217450000/246158056----time (s)-12434.91
--0.8835786385963335--i.e.-217500000/246158056----time (s)-12436.59
--0.8837817601224475--i.e.-217550000/246158056----time (s)-12438.26
--0.8839848816485616--i.e.-217600000/246158056----time (s)-12439.83
--0.8841880031746757--i.e.-217650000/246158056----time (s)-12441.29
--0.8843911247007898--i.e.-217700000/246158056----time (s)-12442.92
--0.8845942462269039--i.e.-217750000/246158056----time (s)-12444.45
--0.884797367753018--i.e.-217800000/246158056----time (s)-12446.22
--0.8850004892791321--i.e.-217850000/246158056----time (s)-12447.93
--0.8852036108052462--i.e.-217900000/246158056----time (s)-12449.49
--0.8854067323313604--i.e.-217950000/246158056----time (s)-12451.03
--0.8856098538574744--i.e.-218000000/246158056----time (s)-12452.6
--0.8858129753835885--i.e.-218050000/246158056----time (s)-12454.17
--0.8860160969097026--i.e.-218100000/246158056----time (s)-12455.72
--0.8862192184358167--i.e.-218150000/246158056----time (s)-12457.3
--0.8864223399619308--i.e.-218200000/246158056----time (s)-12458.94
--0.8866254614880449--i.e.-218250000/246158056----time (s)-12460.48
--0.886828583014159--i.e.-218300000/246158056----time (s)-12462.07
--0.8870317045402731--i.e.-218350000/246158056----time (s)-12463.78
--0.8872348260663871--i.e.-218400000/246158056----time (s)-12465.47
--0.8874379475925013--i.e.-218450000/246158056----time (s)-12466.94
--0.8876410691186154--i.e.-218500000/246158056----time (s)-12468.73
--0.8878441906447295--i.e.-218550000/246158056----time (s)-12470.36
--0.8880473121708437--i.e.-218600000/246158056----time (s)-12472.1
--0.8882504336969577--i.e.-218650000/246158056----time (s)-12473.74
--0.8884535552230718--i.e.-218700000/246158056----time (s)-12475.36
--0.8886566767491859--i.e.-218750000/246158056----time (s)-12476.96
--0.8888597982753--i.e.-218800000/246158056----time (s)-12478.7
--0.889062919801414--i.e.-218850000/246158056----time (s)-12480.32
--0.8892660413275282--i.e.-218900000/246158056----time (s)-12481.89
--0.8894691628536423--i.e.-218950000/246158056----time (s)-12483.46
--0.8896722843797564--i.e.-219000000/246158056----time (s)-12485.09
--0.8898754059058704--i.e.-219050000/246158056----time (s)-12486.66
--0.8900785274319846--i.e.-219100000/246158056----time (s)-12488.23
--0.8902816489580987--i.e.-219150000/246158056----time (s)-12489.77
--0.8904847704842128--i.e.-219200000/246158056----time (s)-12491.34
--0.8906878920103269--i.e.-219250000/246158056----time (s)-12492.8
--0.890891013536441--i.e.-219300000/246158056----time (s)-12494.34
--0.8910941350625551--i.e.-219350000/246158056----time (s)-12495.96
--0.8912972565886692--i.e.-219400000/246158056----time (s)-12497.58
--0.8915003781147833--i.e.-219450000/246158056----time (s)-12499.36
--0.8917034996408973--i.e.-219500000/246158056----time (s)-12501.02
--0.8919066211670115--i.e.-219550000/246158056----time (s)-12502.58
--0.8921097426931256--i.e.-219600000/246158056----time (s)-12504.16
--0.8923128642192397--i.e.-219650000/246158056----time (s)-12505.67
--0.8925159857453537--i.e.-219700000/246158056----time (s)-12507.26
--0.8927191072714679--i.e.-219750000/246158056----time (s)-12508.9
--0.892922228797582--i.e.-219800000/246158056----time (s)-12510.47
--0.8931253503236961--i.e.-219850000/246158056----time (s)-12512.07
--0.8933284718498102--i.e.-219900000/246158056----time (s)-12513.61
--0.8935315933759242--i.e.-219950000/246158056----time (s)-12515.22
--0.8937347149020384--i.e.-220000000/246158056----time (s)-12516.96
--0.8939378364281525--i.e.-220050000/246158056----time (s)-12518.49
--0.8941409579542666--i.e.-220100000/246158056----time (s)-12520.16
--0.8943440794803806--i.e.-220150000/246158056----time (s)-12521.81
--0.8945472010064948--i.e.-220200000/246158056----time (s)-12523.4
--0.8947503225326089--i.e.-220250000/246158056----time (s)-12525.02
--0.894953444058723--i.e.-220300000/246158056----time (s)-12526.6
--0.8951565655848371--i.e.-220350000/246158056----time (s)-12528.3
--0.8953596871109512--i.e.-220400000/246158056----time (s)-12529.9
--0.8955628086370653--i.e.-220450000/246158056----time (s)-12531.53
--0.8957659301631794--i.e.-220500000/246158056----time (s)-12533.11
--0.8959690516892935--i.e.-220550000/246158056----time (s)-12534.75
--0.8961721732154075--i.e.-220600000/246158056----time (s)-12536.36
--0.8963752947415217--i.e.-220650000/246158056----time (s)-12537.99
--0.8965784162676358--i.e.-220700000/246158056----time (s)-12539.68
--0.8967815377937499--i.e.-220750000/246158056----time (s)-12541.23
--0.8969846593198639--i.e.-220800000/246158056----time (s)-12542.85
--0.8971877808459781--i.e.-220850000/246158056----time (s)-12544.45
--0.8973909023720922--i.e.-220900000/246158056----time (s)-12546.01
--0.8975940238982063--i.e.-220950000/246158056----time (s)-12547.56
--0.8977971454243204--i.e.-221000000/246158056----time (s)-12549.21
--0.8980002669504344--i.e.-221050000/246158056----time (s)-12550.9
--0.8982033884765486--i.e.-221100000/246158056----time (s)-12552.45
--0.8984065100026627--i.e.-221150000/246158056----time (s)-12554.02
--0.8986096315287768--i.e.-221200000/246158056----time (s)-12555.65
--0.8988127530548908--i.e.-221250000/246158056----time (s)-12557.26
--0.899015874581005--i.e.-221300000/246158056----time (s)-12558.84
--0.8992189961071191--i.e.-221350000/246158056----time (s)-12560.46
--0.8994221176332332--i.e.-221400000/246158056----time (s)-12562.17
--0.8996252391593472--i.e.-221450000/246158056----time (s)-12563.76
--0.8998283606854613--i.e.-221500000/246158056----time (s)-12565.38
--0.9000314822115755--i.e.-221550000/246158056----time (s)-12566.96
--0.9002346037376896--i.e.-221600000/246158056----time (s)-12568.51
--0.9004377252638037--i.e.-221650000/246158056----time (s)-12570.04
--0.9006408467899177--i.e.-221700000/246158056----time (s)-12571.66
--0.9008439683160319--i.e.-221750000/246158056----time (s)-12573.27
--0.901047089842146--i.e.-221800000/246158056----time (s)-12574.86
--0.9012502113682601--i.e.-221850000/246158056----time (s)-12576.42
--0.9014533328943741--i.e.-221900000/246158056----time (s)-12577.96
--0.9016564544204883--i.e.-221950000/246158056----time (s)-12579.54
--0.9018595759466024--i.e.-222000000/246158056----time (s)-12581.08
--0.9020626974727165--i.e.-222050000/246158056----time (s)-12582.62
--0.9022658189988306--i.e.-222100000/246158056----time (s)-12584.3
--0.9024689405249446--i.e.-222150000/246158056----time (s)-12585.92
--0.9026720620510588--i.e.-222200000/246158056----time (s)-12587.48
--0.9028751835771729--i.e.-222250000/246158056----time (s)-12589.0
--0.903078305103287--i.e.-222300000/246158056----time (s)-12590.62
--0.903281426629401--i.e.-222350000/246158056----time (s)-12592.25
--0.9034845481555152--i.e.-222400000/246158056----time (s)-12593.86
--0.9036876696816293--i.e.-222450000/246158056----time (s)-12595.41
--0.9038907912077434--i.e.-222500000/246158056----time (s)-12597.12
--0.9040939127338574--i.e.-222550000/246158056----time (s)-12598.87
--0.9042970342599715--i.e.-222600000/246158056----time (s)-12600.35
--0.9045001557860857--i.e.-222650000/246158056----time (s)-12601.95
--0.9047032773121998--i.e.-222700000/246158056----time (s)-12603.54
--0.9049063988383139--i.e.-222750000/246158056----time (s)-12605.1
--0.9051095203644279--i.e.-222800000/246158056----time (s)-12606.67
--0.9053126418905421--i.e.-222850000/246158056----time (s)-12608.28
--0.9055157634166562--i.e.-222900000/246158056----time (s)-12609.89
--0.9057188849427703--i.e.-222950000/246158056----time (s)-12611.49
--0.9059220064688843--i.e.-223000000/246158056----time (s)-12613.12
--0.9061251279949984--i.e.-223050000/246158056----time (s)-12614.73
--0.9063282495211126--i.e.-223100000/246158056----time (s)-12616.24
--0.9065313710472267--i.e.-223150000/246158056----time (s)-12617.79
--0.9067344925733407--i.e.-223200000/246158056----time (s)-12619.38
--0.9069376140994548--i.e.-223250000/246158056----time (s)-12620.94
--0.907140735625569--i.e.-223300000/246158056----time (s)-12622.5
--0.9073438571516831--i.e.-223350000/246158056----time (s)-12624.07
--0.9075469786777972--i.e.-223400000/246158056----time (s)-12625.72
--0.9077501002039112--i.e.-223450000/246158056----time (s)-12627.35
--0.9079532217300254--i.e.-223500000/246158056----time (s)-12628.92
--0.9081563432561395--i.e.-223550000/246158056----time (s)-12630.53
--0.9083594647822536--i.e.-223600000/246158056----time (s)-12632.16
--0.9085625863083676--i.e.-223650000/246158056----time (s)-12633.74
--0.9087657078344817--i.e.-223700000/246158056----time (s)-12635.28
--0.9089688293605959--i.e.-223750000/246158056----time (s)-12636.85
--0.90917195088671--i.e.-223800000/246158056----time (s)-12638.39
--0.9093750724128241--i.e.-223850000/246158056----time (s)-12639.92
--0.9095781939389381--i.e.-223900000/246158056----time (s)-12641.59
--0.9097813154650523--i.e.-223950000/246158056----time (s)-12643.11
--0.9099844369911664--i.e.-224000000/246158056----time (s)-12644.68
--0.9101875585172805--i.e.-224050000/246158056----time (s)-12646.31
--0.9103906800433945--i.e.-224100000/246158056----time (s)-12647.96
--0.9105938015695086--i.e.-224150000/246158056----time (s)-12649.59
--0.9107969230956228--i.e.-224200000/246158056----time (s)-12651.17
--0.9110000446217369--i.e.-224250000/246158056----time (s)-12652.79
--0.9112031661478509--i.e.-224300000/246158056----time (s)-12654.38
--0.911406287673965--i.e.-224350000/246158056----time (s)-12655.99
--0.9116094092000792--i.e.-224400000/246158056----time (s)-12657.6
--0.9118125307261933--i.e.-224450000/246158056----time (s)-12659.24
--0.9120156522523074--i.e.-224500000/246158056----time (s)-12660.8
--0.9122187737784214--i.e.-224550000/246158056----time (s)-12662.37
--0.9124218953045355--i.e.-224600000/246158056----time (s)-12663.97
--0.9126250168306497--i.e.-224650000/246158056----time (s)-12665.52
--0.9128281383567638--i.e.-224700000/246158056----time (s)-12667.1
--0.9130312598828778--i.e.-224750000/246158056----time (s)-12668.69
--0.9132343814089919--i.e.-224800000/246158056----time (s)-12670.27
--0.9134375029351061--i.e.-224850000/246158056----time (s)-12671.79
--0.9136406244612202--i.e.-224900000/246158056----time (s)-12673.35
--0.9138437459873342--i.e.-224950000/246158056----time (s)-12674.97
--0.9140468675134483--i.e.-225000000/246158056----time (s)-12676.59
--0.9142499890395624--i.e.-225050000/246158056----time (s)-12678.22
--0.9144531105656766--i.e.-225100000/246158056----time (s)-12679.81
--0.9146562320917907--i.e.-225150000/246158056----time (s)-12681.38
--0.9148593536179047--i.e.-225200000/246158056----time (s)-12682.96
--0.9150624751440188--i.e.-225250000/246158056----time (s)-12684.51
--0.915265596670133--i.e.-225300000/246158056----time (s)-12686.07
--0.9154687181962471--i.e.-225350000/246158056----time (s)-12687.63
--0.9156718397223611--i.e.-225400000/246158056----time (s)-12689.22
--0.9158749612484752--i.e.-225450000/246158056----time (s)-12690.9
--0.9160780827745894--i.e.-225500000/246158056----time (s)-12692.49
--0.9162812043007035--i.e.-225550000/246158056----time (s)-12694.06
--0.9164843258268175--i.e.-225600000/246158056----time (s)-12695.59
--0.9166874473529316--i.e.-225650000/246158056----time (s)-12697.17
--0.9168905688790457--i.e.-225700000/246158056----time (s)-12698.76
--0.9170936904051599--i.e.-225750000/246158056----time (s)-12700.47
--0.917296811931274--i.e.-225800000/246158056----time (s)-12702.09
--0.917499933457388--i.e.-225850000/246158056----time (s)-12703.64
--0.9177030549835021--i.e.-225900000/246158056----time (s)-12705.17
--0.9179061765096163--i.e.-225950000/246158056----time (s)-12706.75
--0.9181092980357304--i.e.-226000000/246158056----time (s)-12708.33
--0.9183124195618444--i.e.-226050000/246158056----time (s)-12710.01
--0.9185155410879585--i.e.-226100000/246158056----time (s)-12711.67
--0.9187186626140726--i.e.-226150000/246158056----time (s)-12713.3
--0.9189217841401868--i.e.-226200000/246158056----time (s)-12714.83
--0.9191249056663009--i.e.-226250000/246158056----time (s)-12716.41
--0.9193280271924149--i.e.-226300000/246158056----time (s)-12717.93
--0.919531148718529--i.e.-226350000/246158056----time (s)-12719.45
--0.9197342702446432--i.e.-226400000/246158056----time (s)-12721.03
--0.9199373917707573--i.e.-226450000/246158056----time (s)-12722.64
--0.9201405132968713--i.e.-226500000/246158056----time (s)-12724.27
--0.9203436348229854--i.e.-226550000/246158056----time (s)-12725.87
--0.9205467563490995--i.e.-226600000/246158056----time (s)-12727.4
--0.9207498778752137--i.e.-226650000/246158056----time (s)-12728.98
--0.9209529994013277--i.e.-226700000/246158056----time (s)-12730.58
--0.9211561209274418--i.e.-226750000/246158056----time (s)-12732.19
--0.9213592424535559--i.e.-226800000/246158056----time (s)-12733.86
--0.9215623639796701--i.e.-226850000/246158056----time (s)-12735.38
--0.9217654855057842--i.e.-226900000/246158056----time (s)-12736.91
--0.9219686070318982--i.e.-226950000/246158056----time (s)-12738.63
--0.9221717285580123--i.e.-227000000/246158056----time (s)-12740.16
--0.9223748500841265--i.e.-227050000/246158056----time (s)-12741.73
--0.9225779716102406--i.e.-227100000/246158056----time (s)-12743.3
--0.9227810931363546--i.e.-227150000/246158056----time (s)-12744.97
--0.9229842146624687--i.e.-227200000/246158056----time (s)-12746.7
--0.9231873361885828--i.e.-227250000/246158056----time (s)-12748.35
--0.923390457714697--i.e.-227300000/246158056----time (s)-12749.9
--0.923593579240811--i.e.-227350000/246158056----time (s)-12751.55
--0.9237967007669251--i.e.-227400000/246158056----time (s)-12753.18
--0.9239998222930392--i.e.-227450000/246158056----time (s)-12754.81
--0.9242029438191534--i.e.-227500000/246158056----time (s)-12756.45
--0.9244060653452675--i.e.-227550000/246158056----time (s)-12758.03
--0.9246091868713815--i.e.-227600000/246158056----time (s)-12759.51
--0.9248123083974956--i.e.-227650000/246158056----time (s)-12761.03
--0.9250154299236097--i.e.-227700000/246158056----time (s)-12762.6
--0.9252185514497239--i.e.-227750000/246158056----time (s)-12764.15
--0.9254216729758379--i.e.-227800000/246158056----time (s)-12765.74
--0.925624794501952--i.e.-227850000/246158056----time (s)-12767.47
--0.9258279160280661--i.e.-227900000/246158056----time (s)-12769.03
--0.9260310375541803--i.e.-227950000/246158056----time (s)-12770.72
--0.9262341590802944--i.e.-228000000/246158056----time (s)-12772.3
--0.9264372806064084--i.e.-228050000/246158056----time (s)-12773.82
--0.9266404021325225--i.e.-228100000/246158056----time (s)-12775.41
--0.9268435236586366--i.e.-228150000/246158056----time (s)-12777.0
--0.9270466451847508--i.e.-228200000/246158056----time (s)-12778.61
--0.9272497667108648--i.e.-228250000/246158056----time (s)-12780.21
--0.9274528882369789--i.e.-228300000/246158056----time (s)-12781.79
--0.927656009763093--i.e.-228350000/246158056----time (s)-12783.47
--0.9278591312892072--i.e.-228400000/246158056----time (s)-12785.02
--0.9280622528153212--i.e.-228450000/246158056----time (s)-12786.65
--0.9282653743414353--i.e.-228500000/246158056----time (s)-12788.18
--0.9284684958675494--i.e.-228550000/246158056----time (s)-12789.79
--0.9286716173936636--i.e.-228600000/246158056----time (s)-12791.39
--0.9288747389197777--i.e.-228650000/246158056----time (s)-12792.96
--0.9290778604458917--i.e.-228700000/246158056----time (s)-12794.63
--0.9292809819720058--i.e.-228750000/246158056----time (s)-12796.29
--0.9294841034981199--i.e.-228800000/246158056----time (s)-12797.98
--0.9296872250242341--i.e.-228850000/246158056----time (s)-12799.64
--0.9298903465503481--i.e.-228900000/246158056----time (s)-12801.21
--0.9300934680764622--i.e.-228950000/246158056----time (s)-12802.75
--0.9302965896025763--i.e.-229000000/246158056----time (s)-12804.36
--0.9304997111286905--i.e.-229050000/246158056----time (s)-12805.91
--0.9307028326548045--i.e.-229100000/246158056----time (s)-12807.54
--0.9309059541809186--i.e.-229150000/246158056----time (s)-12809.16
--0.9311090757070327--i.e.-229200000/246158056----time (s)-12810.67
--0.9313121972331468--i.e.-229250000/246158056----time (s)-12812.27
--0.931515318759261--i.e.-229300000/246158056----time (s)-12813.88
--0.931718440285375--i.e.-229350000/246158056----time (s)-12815.54
--0.9319215618114891--i.e.-229400000/246158056----time (s)-12817.17
--0.9321246833376032--i.e.-229450000/246158056----time (s)-12818.77
--0.9323278048637174--i.e.-229500000/246158056----time (s)-12820.33
--0.9325309263898314--i.e.-229550000/246158056----time (s)-12821.85
--0.9327340479159455--i.e.-229600000/246158056----time (s)-12823.46
--0.9329371694420596--i.e.-229650000/246158056----time (s)-12825.12
--0.9331402909681737--i.e.-229700000/246158056----time (s)-12826.71
--0.9333434124942879--i.e.-229750000/246158056----time (s)-12828.26
--0.9335465340204019--i.e.-229800000/246158056----time (s)-12829.84
--0.933749655546516--i.e.-229850000/246158056----time (s)-12831.33
--0.9339527770726301--i.e.-229900000/246158056----time (s)-12833.01
--0.9341558985987443--i.e.-229950000/246158056----time (s)-12834.65
--0.9343590201248583--i.e.-230000000/246158056----time (s)-12836.25
--0.9345621416509724--i.e.-230050000/246158056----time (s)-12837.82
--0.9347652631770865--i.e.-230100000/246158056----time (s)-12839.47
--0.9349683847032007--i.e.-230150000/246158056----time (s)-12841.06
--0.9351715062293147--i.e.-230200000/246158056----time (s)-12842.66
--0.9353746277554288--i.e.-230250000/246158056----time (s)-12844.3
--0.9355777492815429--i.e.-230300000/246158056----time (s)-12845.97
--0.935780870807657--i.e.-230350000/246158056----time (s)-12847.62
--0.9359839923337712--i.e.-230400000/246158056----time (s)-12849.2
--0.9361871138598852--i.e.-230450000/246158056----time (s)-12850.73
--0.9363902353859993--i.e.-230500000/246158056----time (s)-12852.23
--0.9365933569121134--i.e.-230550000/246158056----time (s)-12853.72
--0.9367964784382276--i.e.-230600000/246158056----time (s)-12855.32
--0.9369995999643416--i.e.-230650000/246158056----time (s)-12856.96
--0.9372027214904557--i.e.-230700000/246158056----time (s)-12858.58
--0.9374058430165698--i.e.-230750000/246158056----time (s)-12860.19
--0.9376089645426839--i.e.-230800000/246158056----time (s)-12861.81
--0.937812086068798--i.e.-230850000/246158056----time (s)-12863.7
--0.9380152075949121--i.e.-230900000/246158056----time (s)-12865.3
