--0.0--i.e.-0/246158056----time (s)-0.0
--0.25938618884770526--i.e.-63850000/246158056----time (s)-4034.91
--0.2595893103738193--i.e.-63900000/246158056----time (s)-4038.41
--0.25979243189993345--i.e.-63950000/246158056----time (s)-4041.75
--0.2599955534260475--i.e.-64000000/246158056----time (s)-4045.21
--0.26019867495216165--i.e.-64050000/246158056----time (s)-4048.39
--0.2604017964782757--i.e.-64100000/246158056----time (s)-4051.92
--0.26060491800438984--i.e.-64150000/246158056----time (s)-4055.29
--0.2608080395305039--i.e.-64200000/246158056----time (s)-4058.82
--0.26101116105661804--i.e.-64250000/246158056----time (s)-4062.08
--0.2612142825827321--i.e.-64300000/246158056----time (s)-4065.93
--0.26141740410884623--i.e.-64350000/246158056----time (s)-4069.45
--0.26162052563496035--i.e.-64400000/246158056----time (s)-4073.32
--0.2618236471610744--i.e.-64450000/246158056----time (s)-4076.83
--0.26202676868718855--i.e.-64500000/246158056----time (s)-4080.41
--0.2622298902133026--i.e.-64550000/246158056----time (s)-4083.74
--0.26243301173941674--i.e.-64600000/246158056----time (s)-4086.78
--0.2626361332655308--i.e.-64650000/246158056----time (s)-4090.07
--0.26283925479164494--i.e.-64700000/246158056----time (s)-4093.42
--0.263042376317759--i.e.-64750000/246158056----time (s)-4096.76
--0.26324549784387313--i.e.-64800000/246158056----time (s)-4100.36
--0.2634486193699872--i.e.-64850000/246158056----time (s)-4104.01
--0.2636517408961013--i.e.-64900000/246158056----time (s)-4107.24
--0.2638548624222154--i.e.-64950000/246158056----time (s)-4110.46
--0.2640579839483295--i.e.-65000000/246158056----time (s)-4113.83
--0.26426110547444365--i.e.-65050000/246158056----time (s)-4117.38
--0.2644642270005577--i.e.-65100000/246158056----time (s)-4120.72
--0.26466734852667184--i.e.-65150000/246158056----time (s)-4124.03
--0.2648704700527859--i.e.-65200000/246158056----time (s)-4127.55
--0.26507359157890004--i.e.-65250000/246158056----time (s)-4130.72
--0.2652767131050141--i.e.-65300000/246158056----time (s)-4134.04
--0.26547983463112823--i.e.-65350000/246158056----time (s)-4137.55
--0.2656829561572423--i.e.-65400000/246158056----time (s)-4141.07
--0.2658860776833564--i.e.-65450000/246158056----time (s)-4144.32
--0.2660891992094705--i.e.-65500000/246158056----time (s)-4147.73
--0.2662923207355846--i.e.-65550000/246158056----time (s)-4151.43
--0.26649544226169875--i.e.-65600000/246158056----time (s)-4154.77
--0.2666985637878128--i.e.-65650000/246158056----time (s)-4157.95
--0.26690168531392694--i.e.-65700000/246158056----time (s)-4161.39
--0.267104806840041--i.e.-65750000/246158056----time (s)-4164.67
--0.26730792836615513--i.e.-65800000/246158056----time (s)-4167.99
--0.2675110498922692--i.e.-65850000/246158056----time (s)-4171.56
--0.26771417141838333--i.e.-65900000/246158056----time (s)-4175.1
--0.2679172929444974--i.e.-65950000/246158056----time (s)-4178.72
--0.2681204144706115--i.e.-66000000/246158056----time (s)-4182.36
--0.2683235359967256--i.e.-66050000/246158056----time (s)-4185.8
--0.2685266575228397--i.e.-66100000/246158056----time (s)-4189.16
--0.26872977904895384--i.e.-66150000/246158056----time (s)-4192.5
--0.2689329005750679--i.e.-66200000/246158056----time (s)-4195.84
--0.26913602210118204--i.e.-66250000/246158056----time (s)-4199.46
--0.2693391436272961--i.e.-66300000/246158056----time (s)-4202.82
--0.26954226515341023--i.e.-66350000/246158056----time (s)-4206.46
--0.2697453866795243--i.e.-66400000/246158056----time (s)-4209.8
--0.2699485082056384--i.e.-66450000/246158056----time (s)-4213.32
--0.2701516297317525--i.e.-66500000/246158056----time (s)-4216.66
--0.2703547512578666--i.e.-66550000/246158056----time (s)-4219.94
--0.2705578727839807--i.e.-66600000/246158056----time (s)-4225.28
--0.2707609943100948--i.e.-66650000/246158056----time (s)-4229.04
--0.2709641158362089--i.e.-66700000/246158056----time (s)-4232.48
--0.271167237362323--i.e.-66750000/246158056----time (s)-4235.72
--0.27137035888843714--i.e.-66800000/246158056----time (s)-4239.1
--0.2715734804145512--i.e.-66850000/246158056----time (s)-4242.33
--0.27177660194066533--i.e.-66900000/246158056----time (s)-4245.63
--0.2719797234667794--i.e.-66950000/246158056----time (s)-4249.22
--0.2721828449928935--i.e.-67000000/246158056----time (s)-4252.53
--0.2723859665190076--i.e.-67050000/246158056----time (s)-4255.82
--0.2725890880451217--i.e.-67100000/246158056----time (s)-4259.31
--0.2727922095712358--i.e.-67150000/246158056----time (s)-4262.38
--0.2729953310973499--i.e.-67200000/246158056----time (s)-4266.01
--0.273198452623464--i.e.-67250000/246158056----time (s)-4269.71
--0.2734015741495781--i.e.-67300000/246158056----time (s)-4273.07
--0.27360469567569223--i.e.-67350000/246158056----time (s)-4276.28
--0.2738078172018063--i.e.-67400000/246158056----time (s)-4279.56
--0.27401093872792043--i.e.-67450000/246158056----time (s)-4282.83
--0.2742140602540345--i.e.-67500000/246158056----time (s)-4286.17
--0.2744171817801486--i.e.-67550000/246158056----time (s)-4289.66
--0.2746203033062627--i.e.-67600000/246158056----time (s)-4292.89
--0.2748234248323768--i.e.-67650000/246158056----time (s)-4296.33
--0.2750265463584909--i.e.-67700000/246158056----time (s)-4299.87
--0.275229667884605--i.e.-67750000/246158056----time (s)-4303.11
--0.2754327894107191--i.e.-67800000/246158056----time (s)-4306.54
--0.2756359109368332--i.e.-67850000/246158056----time (s)-4309.87
--0.2758390324629473--i.e.-67900000/246158056----time (s)-4313.08
--0.2760421539890614--i.e.-67950000/246158056----time (s)-4316.67
--0.2762452755151755--i.e.-68000000/246158056----time (s)-4320.19
--0.2764483970412896--i.e.-68050000/246158056----time (s)-4323.5
--0.2766515185674037--i.e.-68100000/246158056----time (s)-4327.82
--0.2768546400935178--i.e.-68150000/246158056----time (s)-4331.11
--0.2770577616196319--i.e.-68200000/246158056----time (s)-4334.36
--0.277260883145746--i.e.-68250000/246158056----time (s)-4337.9
--0.2774640046718601--i.e.-68300000/246158056----time (s)-4341.15
--0.2776671261979742--i.e.-68350000/246158056----time (s)-4344.6
--0.2778702477240883--i.e.-68400000/246158056----time (s)-4347.82
--0.2780733692502024--i.e.-68450000/246158056----time (s)-4351.22
--0.2782764907763165--i.e.-68500000/246158056----time (s)-4354.54
--0.2784796123024306--i.e.-68550000/246158056----time (s)-4358.03
--0.2786827338285447--i.e.-68600000/246158056----time (s)-4361.28
--0.2788858553546588--i.e.-68650000/246158056----time (s)-4364.82
--0.2790889768807729--i.e.-68700000/246158056----time (s)-4368.37
--0.279292098406887--i.e.-68750000/246158056----time (s)-4371.72
--0.2794952199330011--i.e.-68800000/246158056----time (s)-4375.05
--0.2796983414591152--i.e.-68850000/246158056----time (s)-4378.63
--0.2799014629852293--i.e.-68900000/246158056----time (s)-4381.95
--0.2801045845113434--i.e.-68950000/246158056----time (s)-4385.41
--0.28030770603745747--i.e.-69000000/246158056----time (s)-4388.69
--0.2805108275635716--i.e.-69050000/246158056----time (s)-4391.88
--0.28071394908968567--i.e.-69100000/246158056----time (s)-4395.27
--0.2809170706157998--i.e.-69150000/246158056----time (s)-4398.85
--0.2811201921419139--i.e.-69200000/246158056----time (s)-4402.05
--0.281323313668028--i.e.-69250000/246158056----time (s)-4405.56
--0.2815264351941421--i.e.-69300000/246158056----time (s)-4408.99
--0.2817295567202562--i.e.-69350000/246158056----time (s)-4412.32
--0.2819326782463703--i.e.-69400000/246158056----time (s)-4415.63
--0.2821357997724844--i.e.-69450000/246158056----time (s)-4418.87
--0.2823389212985985--i.e.-69500000/246158056----time (s)-4421.89
--0.28254204282471257--i.e.-69550000/246158056----time (s)-4425.27
--0.2827451643508267--i.e.-69600000/246158056----time (s)-4429.08
--0.28294828587694076--i.e.-69650000/246158056----time (s)-4432.74
--0.2831514074030549--i.e.-69700000/246158056----time (s)-4436.24
--0.283354528929169--i.e.-69750000/246158056----time (s)-4439.81
--0.2835576504552831--i.e.-69800000/246158056----time (s)-4443.27
--0.2837607719813972--i.e.-69850000/246158056----time (s)-4446.51
--0.2839638935075113--i.e.-69900000/246158056----time (s)-4449.91
--0.2841670150336254--i.e.-69950000/246158056----time (s)-4453.7
--0.2843701365597395--i.e.-70000000/246158056----time (s)-4456.98
--0.2845732580858536--i.e.-70050000/246158056----time (s)-4460.13
--0.28477637961196767--i.e.-70100000/246158056----time (s)-4463.2
--0.2849795011380818--i.e.-70150000/246158056----time (s)-4466.47
--0.28518262266419586--i.e.-70200000/246158056----time (s)-4469.93
--0.28538574419031--i.e.-70250000/246158056----time (s)-4473.11
--0.2855888657164241--i.e.-70300000/246158056----time (s)-4476.56
--0.2857919872425382--i.e.-70350000/246158056----time (s)-4479.76
--0.2859951087686523--i.e.-70400000/246158056----time (s)-4483.37
--0.2861982302947664--i.e.-70450000/246158056----time (s)-4486.63
--0.2864013518208805--i.e.-70500000/246158056----time (s)-4489.91
--0.28660447334699457--i.e.-70550000/246158056----time (s)-4493.12
--0.2868075948731087--i.e.-70600000/246158056----time (s)-4496.5
--0.28701071639922277--i.e.-70650000/246158056----time (s)-4499.88
--0.2872138379253369--i.e.-70700000/246158056----time (s)-4503.14
--0.28741695945145096--i.e.-70750000/246158056----time (s)-4506.67
--0.2876200809775651--i.e.-70800000/246158056----time (s)-4510.26
--0.28782320250367915--i.e.-70850000/246158056----time (s)-4513.59
--0.2880263240297933--i.e.-70900000/246158056----time (s)-4516.95
--0.2882294455559074--i.e.-70950000/246158056----time (s)-4520.35
--0.2884325670820215--i.e.-71000000/246158056----time (s)-4523.33
--0.2886356886081356--i.e.-71050000/246158056----time (s)-4526.81
--0.28883881013424967--i.e.-71100000/246158056----time (s)-4530.0
--0.2890419316603638--i.e.-71150000/246158056----time (s)-4533.33
--0.28924505318647786--i.e.-71200000/246158056----time (s)-4536.91
--0.289448174712592--i.e.-71250000/246158056----time (s)-4540.22
--0.28965129623870606--i.e.-71300000/246158056----time (s)-4543.67
--0.2898544177648202--i.e.-71350000/246158056----time (s)-4546.97
--0.29005753929093425--i.e.-71400000/246158056----time (s)-4550.24
--0.2902606608170484--i.e.-71450000/246158056----time (s)-4553.43
--0.2904637823431625--i.e.-71500000/246158056----time (s)-4557.18
--0.29066690386927657--i.e.-71550000/246158056----time (s)-4560.72
--0.2908700253953907--i.e.-71600000/246158056----time (s)-4564.2
--0.29107314692150477--i.e.-71650000/246158056----time (s)-4567.56
--0.2912762684476189--i.e.-71700000/246158056----time (s)-4571.18
--0.29147938997373296--i.e.-71750000/246158056----time (s)-4574.28
--0.2916825114998471--i.e.-71800000/246158056----time (s)-4577.52
--0.29188563302596116--i.e.-71850000/246158056----time (s)-4580.91
--0.2920887545520753--i.e.-71900000/246158056----time (s)-4584.19
--0.29229187607818935--i.e.-71950000/246158056----time (s)-4587.71
--0.2924949976043035--i.e.-72000000/246158056----time (s)-4591.03
--0.29269811913041754--i.e.-72050000/246158056----time (s)-4594.33
--0.29290124065653167--i.e.-72100000/246158056----time (s)-4597.6
--0.2931043621826458--i.e.-72150000/246158056----time (s)-4600.74
--0.29330748370875986--i.e.-72200000/246158056----time (s)-4604.24
--0.293510605234874--i.e.-72250000/246158056----time (s)-4607.41
--0.29371372676098806--i.e.-72300000/246158056----time (s)-4611.24
--0.2939168482871022--i.e.-72350000/246158056----time (s)-4615.05
--0.29411996981321625--i.e.-72400000/246158056----time (s)-4618.43
--0.2943230913393304--i.e.-72450000/246158056----time (s)-4621.69
--0.29452621286544445--i.e.-72500000/246158056----time (s)-4625.04
--0.2947293343915586--i.e.-72550000/246158056----time (s)-4628.62
--0.29493245591767264--i.e.-72600000/246158056----time (s)-4632.5
--0.29513557744378677--i.e.-72650000/246158056----time (s)-4635.89
--0.2953386989699009--i.e.-72700000/246158056----time (s)-4639.1
--0.29554182049601496--i.e.-72750000/246158056----time (s)-4642.72
--0.2957449420221291--i.e.-72800000/246158056----time (s)-4646.08
--0.29594806354824316--i.e.-72850000/246158056----time (s)-4649.57
--0.2961511850743573--i.e.-72900000/246158056----time (s)-4653.1
--0.29635430660047135--i.e.-72950000/246158056----time (s)-4656.54
--0.2965574281265855--i.e.-73000000/246158056----time (s)-4659.92
--0.29676054965269955--i.e.-73050000/246158056----time (s)-4663.09
--0.29696367117881367--i.e.-73100000/246158056----time (s)-4666.64
--0.29716679270492774--i.e.-73150000/246158056----time (s)-4670.03
--0.29736991423104187--i.e.-73200000/246158056----time (s)-4673.3
--0.297573035757156--i.e.-73250000/246158056----time (s)-4676.77
--0.29777615728327006--i.e.-73300000/246158056----time (s)-4680.1
--0.2979792788093842--i.e.-73350000/246158056----time (s)-4683.72
--0.29818240033549825--i.e.-73400000/246158056----time (s)-4687.04
--0.2983855218616124--i.e.-73450000/246158056----time (s)-4690.44
--0.29858864338772645--i.e.-73500000/246158056----time (s)-4693.86
--0.2987917649138406--i.e.-73550000/246158056----time (s)-4697.0
--0.29899488643995464--i.e.-73600000/246158056----time (s)-4700.25
--0.29919800796606877--i.e.-73650000/246158056----time (s)-4703.57
--0.29940112949218284--i.e.-73700000/246158056----time (s)-4707.26
--0.29960425101829696--i.e.-73750000/246158056----time (s)-4711.2
--0.29980737254441103--i.e.-73800000/246158056----time (s)-4714.72
--0.30001049407052516--i.e.-73850000/246158056----time (s)-4718.13
--0.3002136155966393--i.e.-73900000/246158056----time (s)-4721.51
--0.30041673712275335--i.e.-73950000/246158056----time (s)-4725.2
--0.3006198586488675--i.e.-74000000/246158056----time (s)-4728.36
--0.30082298017498155--i.e.-74050000/246158056----time (s)-4731.65
--0.30102610170109567--i.e.-74100000/246158056----time (s)-4735.66
--0.30122922322720974--i.e.-74150000/246158056----time (s)-4739.38
--0.30143234475332387--i.e.-74200000/246158056----time (s)-4742.65
--0.30163546627943794--i.e.-74250000/246158056----time (s)-4745.85
--0.30183858780555206--i.e.-74300000/246158056----time (s)-4749.05
--0.30204170933166613--i.e.-74350000/246158056----time (s)-4752.41
--0.30224483085778026--i.e.-74400000/246158056----time (s)-4755.93
--0.3024479523838944--i.e.-74450000/246158056----time (s)-4759.59
--0.30265107391000845--i.e.-74500000/246158056----time (s)-4763.31
--0.3028541954361226--i.e.-74550000/246158056----time (s)-4766.77
--0.30305731696223664--i.e.-74600000/246158056----time (s)-4769.91
--0.30326043848835077--i.e.-74650000/246158056----time (s)-4773.24
--0.30346356001446484--i.e.-74700000/246158056----time (s)-4776.66
--0.30366668154057896--i.e.-74750000/246158056----time (s)-4779.73
--0.30386980306669303--i.e.-74800000/246158056----time (s)-4782.98
--0.30407292459280716--i.e.-74850000/246158056----time (s)-4786.07
--0.30427604611892123--i.e.-74900000/246158056----time (s)-4789.41
--0.30447916764503535--i.e.-74950000/246158056----time (s)-4793.43
--0.3046822891711494--i.e.-75000000/246158056----time (s)-4796.66
--0.30488541069726355--i.e.-75050000/246158056----time (s)-4800.03
--0.3050885322233777--i.e.-75100000/246158056----time (s)-4803.18
--0.30529165374949174--i.e.-75150000/246158056----time (s)-4806.66
--0.30549477527560587--i.e.-75200000/246158056----time (s)-4809.85
--0.30569789680171994--i.e.-75250000/246158056----time (s)-4813.16
--0.30590101832783406--i.e.-75300000/246158056----time (s)-4816.68
--0.30610413985394813--i.e.-75350000/246158056----time (s)-4819.76
--0.30630726138006226--i.e.-75400000/246158056----time (s)-4823.0
--0.3065103829061763--i.e.-75450000/246158056----time (s)-4826.56
--0.30671350443229045--i.e.-75500000/246158056----time (s)-4829.56
--0.3069166259584045--i.e.-75550000/246158056----time (s)-4832.98
--0.30711974748451865--i.e.-75600000/246158056----time (s)-4836.68
--0.30732286901063277--i.e.-75650000/246158056----time (s)-4840.11
--0.30752599053674684--i.e.-75700000/246158056----time (s)-4843.24
--0.30772911206286097--i.e.-75750000/246158056----time (s)-4846.55
--0.30793223358897504--i.e.-75800000/246158056----time (s)-4850.05
--0.30813535511508916--i.e.-75850000/246158056----time (s)-4853.21
--0.30833847664120323--i.e.-75900000/246158056----time (s)-4856.44
--0.30854159816731735--i.e.-75950000/246158056----time (s)-4859.76
--0.3087447196934314--i.e.-76000000/246158056----time (s)-4863.27
--0.30894784121954555--i.e.-76050000/246158056----time (s)-4866.44
--0.3091509627456596--i.e.-76100000/246158056----time (s)-4869.66
--0.30935408427177374--i.e.-76150000/246158056----time (s)-4873.0
--0.30955720579788787--i.e.-76200000/246158056----time (s)-4876.22
--0.30976032732400194--i.e.-76250000/246158056----time (s)-4879.53
--0.30996344885011606--i.e.-76300000/246158056----time (s)-4882.98
--0.31016657037623013--i.e.-76350000/246158056----time (s)-4886.52
--0.31036969190234426--i.e.-76400000/246158056----time (s)-4889.9
--0.3105728134284583--i.e.-76450000/246158056----time (s)-4893.3
--0.31077593495457245--i.e.-76500000/246158056----time (s)-4896.79
--0.3109790564806865--i.e.-76550000/246158056----time (s)-4900.16
--0.31118217800680065--i.e.-76600000/246158056----time (s)-4903.42
--0.3113852995329147--i.e.-76650000/246158056----time (s)-4906.58
--0.31158842105902884--i.e.-76700000/246158056----time (s)-4910.8
--0.3117915425851429--i.e.-76750000/246158056----time (s)-4914.17
--0.31199466411125704--i.e.-76800000/246158056----time (s)-4917.71
--0.31219778563737116--i.e.-76850000/246158056----time (s)-4920.74
--0.31240090716348523--i.e.-76900000/246158056----time (s)-4923.96
--0.31260402868959936--i.e.-76950000/246158056----time (s)-4927.37
--0.3128071502157134--i.e.-77000000/246158056----time (s)-4930.75
--0.31301027174182755--i.e.-77050000/246158056----time (s)-4934.41
--0.3132133932679416--i.e.-77100000/246158056----time (s)-4937.56
--0.31341651479405574--i.e.-77150000/246158056----time (s)-4941.02
--0.3136196363201698--i.e.-77200000/246158056----time (s)-4944.65
--0.31382275784628394--i.e.-77250000/246158056----time (s)-4947.93
--0.314025879372398--i.e.-77300000/246158056----time (s)-4951.52
--0.31422900089851213--i.e.-77350000/246158056----time (s)-4954.62
--0.31443212242462626--i.e.-77400000/246158056----time (s)-4958.08
--0.31463524395074033--i.e.-77450000/246158056----time (s)-4961.16
--0.31483836547685445--i.e.-77500000/246158056----time (s)-4965.08
--0.3150414870029685--i.e.-77550000/246158056----time (s)-4968.33
--0.31524460852908265--i.e.-77600000/246158056----time (s)-4971.76
--0.3154477300551967--i.e.-77650000/246158056----time (s)-4975.21
--0.31565085158131084--i.e.-77700000/246158056----time (s)-4978.63
--0.3158539731074249--i.e.-77750000/246158056----time (s)-4982.35
--0.31605709463353904--i.e.-77800000/246158056----time (s)-4985.7
--0.3162602161596531--i.e.-77850000/246158056----time (s)-4989.13
--0.31646333768576723--i.e.-77900000/246158056----time (s)-4992.64
--0.3166664592118813--i.e.-77950000/246158056----time (s)-4996.6
--0.3168695807379954--i.e.-78000000/246158056----time (s)-4999.97
--0.31707270226410955--i.e.-78050000/246158056----time (s)-5003.35
--0.3172758237902236--i.e.-78100000/246158056----time (s)-5006.65
--0.31747894531633775--i.e.-78150000/246158056----time (s)-5009.86
--0.3176820668424518--i.e.-78200000/246158056----time (s)-5013.21
--0.31788518836856594--i.e.-78250000/246158056----time (s)-5016.43
--0.31808830989468--i.e.-78300000/246158056----time (s)-5020.12
--0.31829143142079414--i.e.-78350000/246158056----time (s)-5023.56
--0.3184945529469082--i.e.-78400000/246158056----time (s)-5026.58
--0.31869767447302233--i.e.-78450000/246158056----time (s)-5030.04
--0.3189007959991364--i.e.-78500000/246158056----time (s)-5033.22
--0.3191039175252505--i.e.-78550000/246158056----time (s)-5036.54
--0.31930703905136465--i.e.-78600000/246158056----time (s)-5040.23
--0.3195101605774787--i.e.-78650000/246158056----time (s)-5043.94
--0.31971328210359284--i.e.-78700000/246158056----time (s)-5047.68
--0.3199164036297069--i.e.-78750000/246158056----time (s)-5051.68
--0.32011952515582104--i.e.-78800000/246158056----time (s)-5055.12
--0.3203226466819351--i.e.-78850000/246158056----time (s)-5058.14
--0.32052576820804923--i.e.-78900000/246158056----time (s)-5061.33
--0.3207288897341633--i.e.-78950000/246158056----time (s)-5064.56
--0.3209320112602774--i.e.-79000000/246158056----time (s)-5067.7
--0.3211351327863915--i.e.-79050000/246158056----time (s)-5070.95
--0.3213382543125056--i.e.-79100000/246158056----time (s)-5074.27
--0.32154137583861975--i.e.-79150000/246158056----time (s)-5078.11
--0.3217444973647338--i.e.-79200000/246158056----time (s)-5081.61
--0.32194761889084794--i.e.-79250000/246158056----time (s)-5084.91
--0.322150740416962--i.e.-79300000/246158056----time (s)-5088.57
--0.32235386194307614--i.e.-79350000/246158056----time (s)-5091.85
--0.3225569834691902--i.e.-79400000/246158056----time (s)-5095.23
--0.32276010499530433--i.e.-79450000/246158056----time (s)-5098.45
--0.3229632265214184--i.e.-79500000/246158056----time (s)-5101.75
--0.3231663480475325--i.e.-79550000/246158056----time (s)-5105.11
--0.3233694695736466--i.e.-79600000/246158056----time (s)-5108.26
--0.3235725910997607--i.e.-79650000/246158056----time (s)-5111.5
--0.3237757126258748--i.e.-79700000/246158056----time (s)-5115.01
--0.3239788341519889--i.e.-79750000/246158056----time (s)-5118.38
--0.32418195567810304--i.e.-79800000/246158056----time (s)-5121.55
--0.3243850772042171--i.e.-79850000/246158056----time (s)-5125.22
--0.32458819873033123--i.e.-79900000/246158056----time (s)-5128.69
--0.3247913202564453--i.e.-79950000/246158056----time (s)-5132.16
--0.32499444178255943--i.e.-80000000/246158056----time (s)-5135.37
--0.3251975633086735--i.e.-80050000/246158056----time (s)-5138.82
--0.3254006848347876--i.e.-80100000/246158056----time (s)-5142.04
--0.3256038063609017--i.e.-80150000/246158056----time (s)-5145.4
--0.3258069278870158--i.e.-80200000/246158056----time (s)-5148.6
--0.3260100494131299--i.e.-80250000/246158056----time (s)-5152.17
--0.326213170939244--i.e.-80300000/246158056----time (s)-5155.25
--0.32641629246535814--i.e.-80350000/246158056----time (s)-5158.46
--0.3266194139914722--i.e.-80400000/246158056----time (s)-5161.72
--0.32682253551758633--i.e.-80450000/246158056----time (s)-5165.02
--0.3270256570437004--i.e.-80500000/246158056----time (s)-5168.35
--0.3272287785698145--i.e.-80550000/246158056----time (s)-5171.56
--0.3274319000959286--i.e.-80600000/246158056----time (s)-5174.63
--0.3276350216220427--i.e.-80650000/246158056----time (s)-5177.95
--0.3278381431481568--i.e.-80700000/246158056----time (s)-5181.31
--0.3280412646742709--i.e.-80750000/246158056----time (s)-5184.63
--0.328244386200385--i.e.-80800000/246158056----time (s)-5188.26
--0.3284475077264991--i.e.-80850000/246158056----time (s)-5192.04
--0.3286506292526132--i.e.-80900000/246158056----time (s)-5195.55
--0.3288537507787273--i.e.-80950000/246158056----time (s)-5198.87
--0.32905687230484143--i.e.-81000000/246158056----time (s)-5201.94
--0.3292599938309555--i.e.-81050000/246158056----time (s)-5205.28
--0.3294631153570696--i.e.-81100000/246158056----time (s)-5208.58
--0.3296662368831837--i.e.-81150000/246158056----time (s)-5211.99
--0.3298693584092978--i.e.-81200000/246158056----time (s)-5215.11
--0.3300724799354119--i.e.-81250000/246158056----time (s)-5218.26
--0.330275601461526--i.e.-81300000/246158056----time (s)-5221.62
--0.3304787229876401--i.e.-81350000/246158056----time (s)-5225.02
--0.3306818445137542--i.e.-81400000/246158056----time (s)-5228.29
--0.3308849660398683--i.e.-81450000/246158056----time (s)-5231.43
--0.3310880875659824--i.e.-81500000/246158056----time (s)-5234.77
--0.33129120909209653--i.e.-81550000/246158056----time (s)-5238.02
--0.3314943306182106--i.e.-81600000/246158056----time (s)-5241.4
--0.3316974521443247--i.e.-81650000/246158056----time (s)-5244.86
--0.3319005736704388--i.e.-81700000/246158056----time (s)-5248.01
--0.3321036951965529--i.e.-81750000/246158056----time (s)-5251.32
--0.332306816722667--i.e.-81800000/246158056----time (s)-5254.44
--0.3325099382487811--i.e.-81850000/246158056----time (s)-5257.58
--0.3327130597748952--i.e.-81900000/246158056----time (s)-5260.85
--0.3329161813010093--i.e.-81950000/246158056----time (s)-5264.25
--0.3331193028271234--i.e.-82000000/246158056----time (s)-5267.41
--0.3333224243532375--i.e.-82050000/246158056----time (s)-5270.53
--0.3335255458793516--i.e.-82100000/246158056----time (s)-5273.73
--0.3337286674054657--i.e.-82150000/246158056----time (s)-5277.03
--0.3339317889315798--i.e.-82200000/246158056----time (s)-5280.38
--0.3341349104576939--i.e.-82250000/246158056----time (s)-5283.82
--0.334338031983808--i.e.-82300000/246158056----time (s)-5287.2
--0.3345411535099221--i.e.-82350000/246158056----time (s)-5290.46
--0.3347442750360362--i.e.-82400000/246158056----time (s)-5293.78
--0.3349473965621503--i.e.-82450000/246158056----time (s)-5297.45
--0.3351505180882644--i.e.-82500000/246158056----time (s)-5300.82
--0.3353536396143785--i.e.-82550000/246158056----time (s)-5304.36
--0.3355567611404926--i.e.-82600000/246158056----time (s)-5308.16
--0.33575988266660667--i.e.-82650000/246158056----time (s)-5311.5
--0.3359630041927208--i.e.-82700000/246158056----time (s)-5314.84
--0.3361661257188349--i.e.-82750000/246158056----time (s)-5318.32
--0.336369247244949--i.e.-82800000/246158056----time (s)-5321.83
--0.3365723687710631--i.e.-82850000/246158056----time (s)-5325.23
--0.3367754902971772--i.e.-82900000/246158056----time (s)-5328.62
--0.3369786118232913--i.e.-82950000/246158056----time (s)-5331.79
--0.3371817333494054--i.e.-83000000/246158056----time (s)-5335.07
--0.3373848548755195--i.e.-83050000/246158056----time (s)-5338.33
--0.33758797640163357--i.e.-83100000/246158056----time (s)-5341.72
--0.3377910979277477--i.e.-83150000/246158056----time (s)-5344.96
--0.33799421945386177--i.e.-83200000/246158056----time (s)-5348.99
--0.3381973409799759--i.e.-83250000/246158056----time (s)-5352.18
--0.33840046250609--i.e.-83300000/246158056----time (s)-5355.36
--0.3386035840322041--i.e.-83350000/246158056----time (s)-5358.73
--0.3388067055583182--i.e.-83400000/246158056----time (s)-5362.15
--0.3390098270844323--i.e.-83450000/246158056----time (s)-5365.44
--0.3392129486105464--i.e.-83500000/246158056----time (s)-5369.25
--0.3394160701366605--i.e.-83550000/246158056----time (s)-5372.71
--0.3396191916627746--i.e.-83600000/246158056----time (s)-5375.77
--0.33982231318888867--i.e.-83650000/246158056----time (s)-5379.24
--0.3400254347150028--i.e.-83700000/246158056----time (s)-5382.63
--0.34022855624111686--i.e.-83750000/246158056----time (s)-5385.86
--0.340431677767231--i.e.-83800000/246158056----time (s)-5389.07
--0.34063479929334506--i.e.-83850000/246158056----time (s)-5392.61
--0.3408379208194592--i.e.-83900000/246158056----time (s)-5395.71
--0.3410410423455733--i.e.-83950000/246158056----time (s)-5399.38
--0.3412441638716874--i.e.-84000000/246158056----time (s)-5402.63
--0.3414472853978015--i.e.-84050000/246158056----time (s)-5406.1
--0.3416504069239156--i.e.-84100000/246158056----time (s)-5409.42
--0.3418535284500297--i.e.-84150000/246158056----time (s)-5412.46
--0.34205664997614377--i.e.-84200000/246158056----time (s)-5415.65
--0.3422597715022579--i.e.-84250000/246158056----time (s)-5419.21
--0.34246289302837196--i.e.-84300000/246158056----time (s)-5422.62
--0.3426660145544861--i.e.-84350000/246158056----time (s)-5426.26
--0.34286913608060016--i.e.-84400000/246158056----time (s)-5429.7
--0.3430722576067143--i.e.-84450000/246158056----time (s)-5433.02
--0.3432753791328284--i.e.-84500000/246158056----time (s)-5436.21
--0.3434785006589425--i.e.-84550000/246158056----time (s)-5439.17
--0.3436816221850566--i.e.-84600000/246158056----time (s)-5442.58
--0.34388474371117067--i.e.-84650000/246158056----time (s)-5446.15
--0.3440878652372848--i.e.-84700000/246158056----time (s)-5449.87
--0.34429098676339887--i.e.-84750000/246158056----time (s)-5453.33
--0.344494108289513--i.e.-84800000/246158056----time (s)-5456.51
--0.34469722981562706--i.e.-84850000/246158056----time (s)-5459.61
--0.3449003513417412--i.e.-84900000/246158056----time (s)-5463.04
--0.34510347286785525--i.e.-84950000/246158056----time (s)-5466.27
--0.3453065943939694--i.e.-85000000/246158056----time (s)-5469.67
